isogroup1000	sp|Q9P974|IF4E_CANGA
isogroup30987	sp|Q8GYH8|SUT42_ARATH
isogroup30988	sp|O62515|PAHX_CAEEL
isogroup30989	sp|P96554|Y319_MYXXA
isogroup30992	sp|Q6RI85|PGK2_PIG
isogroup30993	sp|Q4VCM1|LCAT2_ARATH
isogroup30994	sp|P40387|TPS1_SCHPO
isogroup30995	sp|Q21221|AHO3_CAEEL
isogroup30996	sp|Q05921|RN5A_MOUSE
isogroup30998	sp|P27521|CA4_ARATH
isogroup31009	sp|P07267|CARP_YEAST
isogroup31010	sp|Q6Z4T5|POLIA_ORYSJ
isogroup31013	sp|Q9ZD54|Y493_RICPR
isogroup31015	sp|Q6IR74|CTL1_XENLA
isogroup31019	sp|Q7ZTL7|BCS1_XENLA
isogroup31024	sp|P54965|CBH_CLOPE
isogroup31025	sp|P35662|CYLC1_BOVIN
isogroup31027	sp|Q5RD16|SFXN3_PONAB
isogroup31034	sp|Q09911|YAJE_SCHPO
isogroup31036	sp|A8MQ27|NEU1B_HUMAN
isogroup31037	sp|Q9NUD9|PIGV_HUMAN
isogroup31042	sp|Q9HUX6|CNTI_PSEAE
isogroup31044	sp|A3KPP4|S2535_DANRE
isogroup31045	sp|P26882|PPID_BOVIN
isogroup31047	sp|Q40300|FCPF_MACPY
isogroup31057	sp|A4QP78|CNO11_DANRE
isogroup31065	sp|Q9ZQV7|NAS2_HORVU
isogroup31075	sp|O78516|FTSH_GUITH
isogroup31077	sp|Q2RZX7|KATG_SALRD
isogroup31079	sp|Q8H2T0|P2C65_ORYSJ
isogroup31080	sp|P30432|FUR2_DROME
isogroup31081	sp|P37384|DMC1_LILLO
isogroup31082	sp|B2J3K2|UCRI_NOSP7
isogroup31083	sp|Q9LYN7|AML4_ARATH
isogroup31086	sp|Q502I6|NB5R4_DANRE
isogroup31088	sp|Q94KD3|VP52A_ARATH
isogroup3109	sp|Q5R8M3|S35B4_PONAB
isogroup31090	sp|B0R0T1|VWA8_DANRE
isogroup31091	sp|P61759|PFD3_MOUSE
isogroup31097	sp|Q8IDX6|RBP2A_PLAF7
isogroup31099	sp|Q822R1|PKN1_CHLCV
isogroup3110	sp|Q5FWY4|MCM6M_XENLA
isogroup31103	sp|P49792|RBP2_HUMAN
isogroup31104	sp|O66878|SMC_AQUAE
isogroup31109	sp|Q40301|FCPE_MACPY
isogroup31111	sp|Q9LIC2|TMN7_ARATH
isogroup31113	sp|B1J4W5|MSRB_PSEPW
isogroup31114	sp|P0DJ14|RL7A_TETTH
isogroup31117	sp|Q07283|TRHY_HUMAN
isogroup31118	sp|Q8IV35|WDR49_HUMAN
isogroup31121	sp|Q9M1K2|PI5K4_ARATH
isogroup31131	sp|Q5U312|RAI14_RAT
isogroup31135	sp|P36494|CB4_SPIOL
isogroup31137	sp|Q5RG82|NS1BA_DANRE
isogroup31138	sp|P81054|PLMP_GRIFR
isogroup31139	sp|Q8IIG7|YPF05_PLAF7
isogroup31141	sp|Q3EDF8|PPR28_ARATH
isogroup31144	sp|O64730|P2C26_ARATH
isogroup31145	sp|O46669|SCNAA_CANLF
isogroup31149	sp|Q8BPG6|SUMF2_MOUSE
isogroup3115	sp|B3PYH7|GUAA_RHIE6
isogroup31151	sp|Q62897|KCND3_RAT
isogroup31152	sp|A5N4P4|EFG_CLOK5
isogroup31153	sp|Q75HZ9|SPS2_ORYSJ
isogroup31155	sp|F4J9Q6|FKB43_ARATH
isogroup31156	sp|O27442|CSD_METTH
isogroup31158	sp|A0M588|RL14_GRAFK
isogroup31161	sp|O15865|CDPK2_PLAFK
isogroup31163	sp|Q9H0I3|CC113_HUMAN
isogroup31164	sp|Q8BX37|ACP7_MOUSE
isogroup31165	sp|Q55393|DFA1_SYNY3
isogroup31168	sp|Q3ZBZ8|STIP1_BOVIN
isogroup31170	sp|Q9FL12|DEGP9_ARATH
isogroup31171	sp|O09032|ELAV4_RAT
isogroup31174	sp|Q9JLC8|SACS_MOUSE
isogroup31177	sp|Q80U58|PUM2_MOUSE
isogroup3118	sp|Q58457|Y1057_METJA
isogroup31181	sp|O88587|COMT_MOUSE
isogroup31189	sp|Q9QZB7|ARP10_MOUSE
isogroup31191	sp|P87137|YDM6_SCHPO
isogroup31195	sp|Q4U2R1|HERC2_MOUSE
isogroup31200	sp|O44001|HSP90_EIMTE
isogroup31201	sp|Q9Z0Y8|CAC1I_RAT
isogroup31203	sp|O95180|CAC1H_HUMAN
isogroup31204	sp|Q92953|KCNB2_HUMAN
isogroup31210	sp|Q9W2X7|YPL1_DROME
isogroup31217	sp|Q9RA11|SELO_MORMI
isogroup31219	sp|P33731|SRP72_CANLF
isogroup31221	sp|B0RCZ0|MENG_CLAMS
isogroup31222	sp|E1BB03|ZRAB3_BOVIN
isogroup31223	sp|B0JQT7|LEPA_MICAN
isogroup31227	sp|O15865|CDPK2_PLAFK
isogroup31228	sp|Q23716|EF2_CRYPV
isogroup3123	sp|O74832|PT127_SCHPO
isogroup31234	sp|Q6PBA8|MNS1_DANRE
isogroup31236	sp|P11024|NNTM_BOVIN
isogroup31237	sp|Q86JM5|Y2012_DICDI
isogroup31238	sp|Q94A06|M2K1_ARATH
isogroup31240	sp|P9WQK3|ETTA_MYCTU
isogroup31242	sp|Q94AH6|CUL1_ARATH
isogroup31244	sp|Q9NJU9|CDPK3_PLAF7
isogroup31245	sp|A8JID5|CF157_CHLRE
isogroup31247	sp|Q9XGM8|MGAT1_ARATH
isogroup31249	sp|P48255|ABCX_CYAPA
isogroup31251	sp|O54853|KCNH6_RAT
isogroup31254	sp|Q9NUV9|GIMA4_HUMAN
isogroup31257	sp|Q9C6I8|NOG1_ARATH
isogroup31260	sp|P78813|YCTB_SCHPO
isogroup31263	sp|Q6I587|CDPKF_ORYSJ
isogroup31264	sp|Q9VLQ1|ALG5_DROME
isogroup31267	sp|Q6UB98|ANR12_HUMAN
isogroup31269	sp|Q9Y818|UBC15_SCHPO
isogroup31271	sp|Q03376|BAR3_CHITE
isogroup31272	sp|Q54BU4|ABCB1_DICDI
isogroup31277	sp|Q6JQN1|ACD10_HUMAN
isogroup31278	sp|Q06852|SLAP1_CLOTH
isogroup31279	sp|P24733|MYS_ARGIR
isogroup31284	sp|P19543|NIFJ_ENTAG
isogroup31286	sp|C9D7C2|CAC1A_APIME
isogroup31293	sp|Q38997|KIN10_ARATH
isogroup31299	sp|P35197|GCS1_YEAST
isogroup3130	sp|Q9QYM0|MRP5_RAT
isogroup31304	sp|Q5T9S5|CCD18_HUMAN
isogroup31306	sp|Q9C8J6|PLA17_ARATH
isogroup31308	sp|Q9XI84|RBCMT_ARATH
isogroup31314	sp|P37709|TRHY_RABIT
isogroup31315	sp|P41001|TOP2_PLAFK
isogroup31317	sp|Q86AV5|MCFX_DICDI
isogroup31320	sp|Q90339|MYSS_CYPCA
isogroup31321	sp|Q94EI9|PT314_ARATH
isogroup31323	sp|P40622|HMG1A_CHITE
isogroup31324	sp|Q94C49|ZDH18_ARATH
isogroup31325	sp|F4JZN6|TC10B_ARATH
isogroup31330	sp|Q8R151|ZNFX1_MOUSE
isogroup31337	sp|Q8CGC6|RBM28_MOUSE
isogroup31339	sp|Q8L540|LTO1_ARATH
isogroup31341	sp|P0AG15|SOHB_SHIFL
isogroup31343	sp|P32811|PHSH_SOLTU
isogroup31344	sp|C8VK14|HXNY_EMENI
isogroup31349	sp|Q86UC2|RSPH3_HUMAN
isogroup31350	sp|Q8VZE7|RAP_ARATH
isogroup31354	sp|P35447|SPON1_XENLA
isogroup31356	sp|Q9SDM1|CB121_HORVU
isogroup31357	sp|P10482|BGLS_CALSA
isogroup31360	sp|P41352|TBB_TETTH
isogroup31361	sp|Q86Z98|KINH_GIBMO
isogroup31363	sp|P39524|ATC3_YEAST
isogroup31364	sp|Q8T685|ABCGC_DICDI
isogroup31366	sp|Q86KP5|MSP_DICDI
isogroup31367	sp|A4FV98|EFMT3_BOVIN
isogroup31368	sp|Q9XIH6|PLT2_ARATH
isogroup31369	sp|Q9VJ87|CWC22_DROME
isogroup31376	sp|P50108|MNN10_YEAST
isogroup31378	sp|O44017|ERD2_ENTHI
isogroup31379	sp|Q9Z1M9|SMC1A_RAT
isogroup31382	sp|A6NIM6|S15A5_HUMAN
isogroup31383	sp|O08562|SCN9A_RAT
isogroup31388	sp|Q12955|ANK3_HUMAN
isogroup31389	sp|Q5DU05|CE164_MOUSE
isogroup31391	sp|P49596|PP2C2_CAEEL
isogroup31392	sp|P34569|KEL10_CAEEL
isogroup31393	sp|Q9I6J2|SPUC_PSEAE
isogroup31395	sp|O14241|ARPC2_SCHPO
isogroup31398	sp|P56255|PCRA_GEOSE
isogroup31400	sp|Q9CD72|UVRD1_MYCLE
isogroup31402	sp|Q05493|THIK_YARLI
isogroup31405	sp|Q04960|DNJH_CUCSA
isogroup31406	sp|Q552X2|MED26_DICDI
isogroup31408	sp|P96202|PPSC_MYCTU
isogroup3141	sp|Q810P3|CDKN3_MOUSE
isogroup31410	sp|Q64359|CNGA4_RAT
isogroup31412	sp|P55064|AQP5_HUMAN
isogroup31415	sp|B1L765|GYAR_KORCO
isogroup31417	sp|Q9NWF9|RN216_HUMAN
isogroup31420	sp|Q6P1R4|DUS1L_HUMAN
isogroup31424	sp|Q9VH19|LMLN_DROME
isogroup31426	sp|Q09701|AKR1_SCHPO
isogroup31429	sp|Q9Y4D2|DGLA_HUMAN
isogroup3143	sp|P07983|GUN1_BACIU
isogroup31434	sp|P00516|KGP1_BOVIN
isogroup31437	sp|Q41094|FCPF_PHATR
isogroup31442	sp|Q29441|CNGA3_BOVIN
isogroup31446	sp|Q3EAQ5|PTR36_ARATH
isogroup31447	sp|Q16654|PDK4_HUMAN
isogroup31448	sp|Q5I0E6|RPAP2_RAT
isogroup31449	sp|Q5M974|RN181_XENTR
isogroup31450	sp|Q869Q0|Y4527_DICDI
isogroup31451	sp|Q80XJ3|TTC28_MOUSE
isogroup31453	sp|Q00808|HETE1_PODAS
isogroup31455	sp|Q9ZV43|CHR8_ARATH
isogroup31458	sp|Q06458|NIRB_KLEOX
isogroup31459	sp|Q8W490|PEPK2_ARATH
isogroup31460	sp|Q755I4|GYP5_ASHGO
isogroup31462	sp|Q9BYE2|TMPSD_HUMAN
isogroup31463	sp|Q62559|IFT52_MOUSE
isogroup31465	sp|Q9SIC9|PP178_ARATH
isogroup31469	sp|Q9Z221|PMFBP_RAT
isogroup31470	sp|F4I9E1|NFD4_ARATH
isogroup31472	sp|Q9SAA9|CP511_ARATH
isogroup31478	sp|Q59754|PPDK_RHIME
isogroup31481	sp|Q9JI55|PLEC_CRIGR
isogroup31487	sp|Q9Y794|ORC4_SCHPO
isogroup31488	sp|Q6NXG1|ESRP1_HUMAN
isogroup31493	sp|Q502L7|KAD8_DANRE
isogroup31503	sp|Q7RJG2|CDPK4_PLAYO
isogroup31504	sp|P42867|GPT_MOUSE
isogroup31505	sp|A0JP85|CNOT1_XENTR
isogroup31506	sp|Q6DG99|KCTD6_DANRE
isogroup31507	sp|Q05022|RRP5_YEAST
isogroup31509	sp|Q1LXZ7|IQCH_DANRE
isogroup31511	sp|Q8TKS3|UVRB_METAC
isogroup31515	sp|P58572|CPHA_NOSS1
isogroup31529	sp|Q7RAH3|CDPK1_PLAYO
isogroup31533	sp|P0C073|RUB1_DESAN
isogroup31534	sp|O44006|KPYK_EIMTE
isogroup31538	sp|Q9Y6N1|COX11_HUMAN
isogroup31547	sp|Q6UWE0|LRSM1_HUMAN
isogroup31552	sp|Q9SU94|ANM11_ARATH
isogroup31553	sp|Q54I18|SMEK_DICDI
isogroup31555	sp|Q5RJH2|MCTP2_MOUSE
isogroup31557	sp|Q9HI69|GLFT_THEAC
isogroup31558	sp|P22147|XRN1_YEAST
isogroup31559	sp|P27643|SP5K_BACSU
isogroup31562	sp|Q8BI21|RNF38_MOUSE
isogroup31564	sp|Q9RRB7|PPAC_DEIRA
isogroup31572	sp|P52414|ACP4_CUPLA
isogroup31574	sp|Q936X2|ATZF_PSESD
isogroup31576	sp|Q66L33|MK16A_XENLA
isogroup31579	sp|Q96PY6|NEK1_HUMAN
isogroup31582	sp|A2ZF66|GT6_ORYSI
isogroup31588	sp|D4D4B1|VPS10_TRIVH
isogroup31606	sp|P0AEB5|YNAI_ECOLI
isogroup31608	sp|Q9LTA6|WAV3_ARATH
isogroup31611	sp|Q6GN42|CTL4_XENLA
isogroup31614	sp|P34205|PHR_CARAU
isogroup31618	sp|Q84LH3|WEX_ARATH
isogroup31623	sp|Q24562|U2AF2_DROME
isogroup31624	sp|Q64M78|OML4_ORYSJ
isogroup31625	sp|Q9JLH8|TMOD4_MOUSE
isogroup31626	sp|Q55721|FBT_SYNY3
isogroup31627	sp|Q4L6I1|RS1_STAHJ
isogroup3163	sp|P02362|RS7_XENLA
isogroup31632	sp|O95714|HERC2_HUMAN
isogroup31633	sp|Q9FN78|AATPF_ARATH
isogroup31634	sp|P50648|RIR1_PLAF4
isogroup31635	sp|Q08871|LLCD_SYNY3
isogroup31644	sp|Q9GTX8|TPIS_TAESO
isogroup31646	sp|B0G172|PGTB2_DICDI
isogroup31653	sp|F1QC45|XRP2_DANRE
isogroup31654	sp|Q54E49|DDX6_DICDI
isogroup31657	sp|Q6NPM8|HIS7_ARATH
isogroup31661	sp|F4ILF8|P4H13_ARATH
isogroup31662	sp|Q9H0C1|ZMY12_HUMAN
isogroup31667	sp|Q8W489|RAD4_ARATH
isogroup31668	sp|Q12496|YO098_YEAST
isogroup31670	sp|Q8RY89|PI5K8_ARATH
isogroup31671	sp|P79781|RS27A_CHICK
isogroup31672	sp|Q5N4D1|COFG_SYNP6
isogroup31673	sp|Q9STT8|AB4A_ARATH
isogroup3168	sp|A4IJ21|MNS1_XENTR
isogroup31681	sp|Q64338|PDE1C_MOUSE
isogroup31682	sp|Q9SCQ2|UPL7_ARATH
isogroup31684	sp|Q505D1|ANR28_MOUSE
isogroup31689	sp|Q5RBX7|SRP14_PONAB
isogroup31695	sp|Q75JP5|Y2471_DICDI
isogroup31697	sp|P55189|YBAR_BACSU
isogroup31699	sp|Q9VHI4|SF3B5_DROME
isogroup31702	sp|P07683|AMYG_RHIOR
isogroup31709	sp|O14297|YF1F_SCHPO
isogroup31712	sp|A0A0H2URK1|PSRP_STRPN
isogroup31713	sp|P62343|CDPK1_PLAFK
isogroup31715	sp|Q04960|DNJH_CUCSA
isogroup31716	sp|Q67FW5|B3GNL_HUMAN
isogroup31719	sp|Q07282|TCR5_ECOLX
isogroup3172	sp|Q2TCH3|ACLY_SHEEP
isogroup31724	sp|Q53EP0|FND3B_HUMAN
isogroup31727	sp|Q9UI33|SCNBA_HUMAN
isogroup31731	sp|Q99JW2|ACY1_MOUSE
isogroup31733	sp|Q7ZWM3|CEL3B_XENLA
isogroup31737	sp|Q8GYS4|AVT1D_ARATH
isogroup31738	sp|Q5U2X2|SPAG1_RAT
isogroup31742	sp|Q8RWL6|STY17_ARATH
isogroup31747	sp|Q9BZJ0|CRNL1_HUMAN
isogroup31750	sp|O81742|APBLC_ARATH
isogroup31753	sp|Q9LYN7|AML4_ARATH
isogroup31756	sp|O70507|HCN4_MOUSE
isogroup31757	sp|P14105|MYH9_CHICK
isogroup31758	sp|Q62383|SPT6H_MOUSE
isogroup31761	sp|Q2QPW1|GMK1_ORYSJ
isogroup31765	sp|Q07283|TRHY_HUMAN
isogroup31772	sp|Q9I3S3|GBUA_PSEAE
isogroup31774	sp|P31321|KAP1_HUMAN
isogroup31777	sp|Q55C80|DPH7_DICDI
isogroup31778	sp|Q9BE70|GANC_MACFA
isogroup31781	sp|Q84MD8|FHYRK_ARATH
isogroup31782	sp|Q8IIG7|YPF05_PLAF7
isogroup31783	sp|Q9LQ04|RMLCD_ARATH
isogroup31786	sp|Q55EQ3|Y9086_DICDI
isogroup31788	sp|Q5SXM8|DNLZ_HUMAN
isogroup31793	sp|O42398|CAC1S_CHICK
isogroup31796	sp|O78424|YCF19_GUITH
isogroup31799	sp|P21872|PUR2_CHICK
isogroup31802	sp|Q04960|DNJH_CUCSA
isogroup31803	sp|P9WQE7|PPSA_MYCTU
isogroup31804	sp|Q84WU9|C3H64_ARATH
isogroup31805	sp|Q9ZGI5|PIKA1_STRVZ
isogroup31806	sp|Q94BU1|Y1181_ARATH
isogroup31807	sp|Q9XQV3|PSAA_HETTR
isogroup31808	sp|O78464|PSBL_GUITH
isogroup31810	sp|P22543|VPS34_YEAST
isogroup31813	sp|Q9UBV8|PEF1_HUMAN
isogroup31818	sp|O67642|TKT_AQUAE
isogroup31819	sp|Q4N655|RL5_THEPA
isogroup31820	sp|A7F1E9|NNRE_SCLS1
isogroup31821	sp|P25340|ERG4_YEAST
isogroup31825	sp|Q8UEK8|GCH1_AGRFC
isogroup31826	sp|P02981|TCR3_ECOLX
isogroup31829	sp|Q80VQ1|LRRC1_MOUSE
isogroup31832	sp|O88457|SCNBA_RAT
isogroup31833	sp|P05132|KAPCA_MOUSE
isogroup31835	sp|Q4VBS4|MAP12_DANRE
isogroup31838	sp|O94481|TFC5_SCHPO
isogroup31840	sp|Q40784|AAPC_CENCI
isogroup31843	sp|Q38873|CDPK7_ARATH
isogroup31844	sp|Q6R520|CALM_OREMO
isogroup31847	sp|A9VE54|ITPA_MONBE
isogroup31851	sp|Q54WR9|GLNA3_DICDI
isogroup31853	sp|Q23716|EF2_CRYPV
isogroup31854	sp|Q1ZXF1|ECHM_DICDI
isogroup31858	sp|Q9W0Y8|SCN60_DROME
isogroup31859	sp|Q9NJU9|CDPK3_PLAF7
isogroup31866	sp|Q5FVH7|MEA1_RAT
isogroup31868	sp|O15865|CDPK2_PLAFK
isogroup31869	sp|B1XHY7|ATPG_SYNP2
isogroup31870	sp|Q9FMX6|DJC76_ARATH
isogroup31871	sp|Q80UY1|CARME_MOUSE
isogroup31882	sp|Q96419|TRXH_FAGES
isogroup31885	sp|Q0DJV6|CML18_ORYSJ
isogroup31886	sp|B5YYA8|DNAJ_ECO5E
isogroup31889	sp|O43543|XRCC2_HUMAN
isogroup31892	sp|P44573|OPDA_HAEIN
isogroup31894	sp|Q9LF22|SP1L4_ARATH
isogroup31895	sp|Q8IVS2|FABD_HUMAN
isogroup31897	sp|Q22494|VATH2_CAEEL
isogroup31899	sp|Q01042|ICP22_SHV21
isogroup31900	sp|Q6ZJ05|URH1_ORYSJ
isogroup31901	sp|O48963|PHOT1_ARATH
isogroup31905	sp|Q93VV0|ZDHC6_ARATH
isogroup31906	sp|Q9P2E3|ZNFX1_HUMAN
isogroup31907	sp|A7T1N0|TMP2L_NEMVE
isogroup31911	sp|A4XLM2|OTC_CALS8
isogroup31912	sp|Q17FB8|GLT25_AEDAE
isogroup31917	sp|Q9D0U1|DTWD2_MOUSE
isogroup31918	sp|Q967Y9|RLA2_EIMTE
isogroup31921	sp|Q93W28|Y4554_ARATH
isogroup31923	sp|Q8CJ40|CROCC_MOUSE
isogroup31925	sp|Q9MZ19|KCNB1_RABIT
isogroup31926	sp|Q9QYZ3|SMK2B_MOUSE
isogroup31927	sp|O04395|FLS_MATIN
isogroup31931	sp|Q9P3X9|PPID_NEUCR
isogroup31932	sp|Q8S4F6|SQD2_ARATH
isogroup31934	sp|P00175|CYB2_YEAST
isogroup31935	sp|P0CS14|DDI1_CRYNJ
isogroup31941	sp|Q6PCJ1|DCTN1_XENLA
isogroup31943	sp|Q9P0X4|CAC1I_HUMAN
isogroup31952	sp|Q6CSV3|PABP_KLULA
isogroup31956	sp|B3EWZ5|MLRP1_ACRMI
isogroup31958	sp|P07871|THIKB_RAT
isogroup31959	sp|Q55FJ6|Y8078_DICDI
isogroup31961	sp|Q9JKA8|HCN3_RAT
isogroup31963	sp|Q54T82|Y1931_DICDI
isogroup31964	sp|O48649|ARF1_SALBA
isogroup31965	sp|Q9BY78|RNF26_HUMAN
isogroup31967	sp|P46837|YHGF_ECOLI
isogroup31970	sp|O00566|MPP10_HUMAN
isogroup31971	sp|P32143|SQUV_ECOLI
isogroup31972	sp|P93568|SSY1_SOLTU
isogroup31974	sp|Q9ZT82|CALSC_ARATH
isogroup31976	sp|Q2KHS5|MOG2A_XENLA
isogroup31977	sp|Q03730|YMB8_YEAST
isogroup31979	sp|Q9SFE9|GONS5_ARATH
isogroup31981	sp|Q6Z7B0|BIP1_ORYSJ
isogroup31984	sp|Q50KB1|SEP2_EMIHU
isogroup31985	sp|Q9UQ35|SRRM2_HUMAN
isogroup31992	sp|Q5ENN5|RBL2_HETTR
isogroup31995	sp|Q4P3I9|VPS10_USTMA
isogroup31999	sp|Q8LDP4|CP19D_ARATH
isogroup32000	sp|Q9XGL4|RL31_CYAPA
isogroup32002	sp|F4HPN2|IRE4_ARATH
isogroup32006	sp|Q920Q6|MSI2H_MOUSE
isogroup32009	sp|A6H6A9|RBG1L_MOUSE
isogroup32011	sp|P14922|CYC8_YEAST
isogroup32012	sp|Q8L850|PI5K9_ARATH
isogroup32013	sp|Q63507|RL14_RAT
isogroup32016	sp|Q91VW5|GOGA4_MOUSE
isogroup32018	sp|Q54SN4|RPAC1_DICDI
isogroup32019	sp|Q54CY9|MYLKD_DICDI
isogroup32020	sp|Q63507|RL14_RAT
isogroup32023	sp|Q502M6|ANR29_DANRE
isogroup32026	sp|P18160|SPLA_DICDI
isogroup32029	sp|Q02485|CAC1S_RAT
isogroup32032	sp|P0DKH3|RI2BL_ARATH
isogroup32037	sp|Q8ILC1|STI1L_PLAF7
isogroup32038	sp|Q21221|AHO3_CAEEL
isogroup32039	sp|Q5BCC5|CAN_EMENI
isogroup3204	sp|P28287|TBA_OXYGR
isogroup32045	sp|Q8C863|ITCH_MOUSE
isogroup32047	sp|Q9C3Z5|RLA2_PODAS
isogroup32054	sp|P46850|RTCB_ECOLI
isogroup32055	sp|D5EV35|AXEA1_PRER2
isogroup32057	sp|P11467|DG17_DICDI
isogroup32059	sp|Q8LPB4|PSKR1_DAUCA
isogroup32061	sp|Q8IVS2|FABD_HUMAN
isogroup32062	sp|Q9LX30|GCN2_ARATH
isogroup32064	sp|O88554|PARP2_MOUSE
isogroup32069	sp|O22833|LRK54_ARATH
isogroup32070	sp|Q54XQ8|LUC7L_DICDI
isogroup32074	sp|Q942F8|SAP2_ORYSJ
isogroup32076	sp|O93740|BACR_HALS4
isogroup32079	sp|P29763|RLA1_CHLRE
isogroup32080	sp|F4KD68|WTR43_ARATH
isogroup32083	sp|Q0WRB2|P2C73_ARATH
isogroup32084	sp|Q5R456|DESI2_PONAB
isogroup32088	sp|Q8CCG1|ZC21C_MOUSE
isogroup32089	sp|Q7TXM0|PPSA_MYCBO
isogroup32093	sp|P09437|CYB2_WICAO
isogroup32094	sp|P51954|NEK1_MOUSE
isogroup32095	sp|Q9VMS9|C4AC1_DROME
isogroup32100	sp|Q8LIN5|KCO2_ORYSJ
isogroup32105	sp|Q5PQ09|DESI2_XENLA
isogroup32106	sp|Q9TJR0|RR12_PROWI
isogroup32110	sp|Q1RK13|Y220_RICBR
isogroup32114	sp|Q9LK09|SYP32_ARATH
isogroup32115	sp|Q9SY14|CSCL2_ARATH
isogroup32116	sp|Q9UL51|HCN2_HUMAN
isogroup32117	sp|Q2RFQ4|RL16_MOOTA
isogroup32124	sp|P00632|ELH2_ACIAD
isogroup32128	sp|Q9P370|BUD20_SCHPO
isogroup32130	sp|Q4UMH6|Y381_RICFE
isogroup32135	sp|Q8CI78|RMND1_MOUSE
isogroup32136	sp|Q5PQ59|ALKB6_XENLA
isogroup32138	sp|P55059|PDI_HUMIN
isogroup32140	sp|Q9I4V0|NQRED_PSEAE
isogroup32144	sp|O08437|FKBA_AERHY
isogroup32146	sp|Q5ZKN1|CDK9_CHICK
isogroup32150	sp|Q03042|KGP1_DROME
isogroup32163	sp|P60040|RL72_ARATH
isogroup32164	sp|Q9HC24|LFG4_HUMAN
isogroup32167	sp|Q8VZ40|PUB14_ARATH
isogroup32172	sp|P39864|NIA_PHYIN
isogroup32173	sp|P49454|CENPF_HUMAN
isogroup32176	sp|A6BM72|MEG11_HUMAN
isogroup32180	sp|Q0JB88|DJA6_ORYSJ
isogroup32183	sp|Q29Q26|AKR2B_ARATH
isogroup32184	sp|Q7ZXQ8|DJB14_XENLA
isogroup32185	sp|Q8LBL1|KCO1_ARATH
isogroup32186	sp|Q8T869|BIP2_DICDI
isogroup32187	sp|Q5M8G4|LRC40_XENTR
isogroup32188	sp|O22173|PABP4_ARATH
isogroup32191	sp|Q8DJZ9|CLPP2_THEEB
isogroup32196	sp|Q553Y7|GCA_DICDI
isogroup32197	sp|Q6L4D4|CML15_ORYSJ
isogroup32199	sp|O80929|RL361_ARATH
isogroup32201	sp|Q86SZ2|TPC6B_HUMAN
isogroup32202	sp|Q39023|MPK3_ARATH
isogroup32203	sp|Q8L7W1|MSL3_ARATH
isogroup32205	sp|Q8K3M6|ERC2_RAT
isogroup32206	sp|Q9SDQ4|GLR37_ARATH
isogroup32213	sp|Q5N749|MOR1_ORYSJ
isogroup32214	sp|Q54KI4|EPS15_DICDI
isogroup32219	sp|Q6F3A6|CDPKA_ORYSJ
isogroup32220	sp|P51792|CLCN3_RAT
isogroup32222	sp|Q9NZJ4|SACS_HUMAN
isogroup32223	sp|O04425|FCA_ARATH
isogroup32227	sp|Q8BRH0|TMTC3_MOUSE
isogroup32232	sp|Q5RGT6|ANGE2_DANRE
isogroup32240	sp|B2GUY0|MA1B1_RAT
isogroup32242	sp|Q6AUV1|XDH_ORYSJ
isogroup32243	sp|A7H623|RECA_CAMJD
isogroup32247	sp|Q8JIY8|MK67I_DANRE
isogroup32250	sp|Q6DJ55|FAKD4_XENTR
isogroup32251	sp|Q9LQ14|PPR96_ARATH
isogroup32252	sp|Q5U4E6|GOGA4_RAT
isogroup32255	sp|P02350|RS31_XENLA
isogroup32259	sp|Q8BZM0|KLH12_MOUSE
isogroup32261	sp|A0A0H2URK1|PSRP_STRPN
isogroup32262	sp|Q9QR71|LANA1_HHV8P
isogroup32264	sp|P0CT61|RL23B_SCHPO
isogroup32269	sp|Q80U58|PUM2_MOUSE
isogroup32271	sp|O54853|KCNH6_RAT
isogroup32273	sp|Q8L7L1|SPHK1_ARATH
isogroup32276	sp|Q5NVI3|RED_PONAB
isogroup32278	sp|Q4WM08|CBHB_ASPFU
isogroup32279	sp|Q948R0|CML5_ORYSJ
isogroup32287	sp|Q9M8K7|DUS1B_ARATH
isogroup32292	sp|F4JYG0|PIAL2_ARATH
isogroup32295	sp|Q86KR9|P4HA_DICDI
isogroup32297	sp|F1DLK1|DSE1_NICBE
isogroup32309	sp|Q8BP74|PSTK_MOUSE
isogroup32310	sp|Q7TQP6|TNI3K_RAT
isogroup32313	sp|Q93VG8|PPDEX_ARATH
isogroup32315	sp|Q7U4I3|RL15_SYNPX
isogroup32318	sp|Q9WYK0|END3_THEMA
isogroup32320	sp|O73888|HPGDS_CHICK
isogroup32321	sp|Q5ZLN2|CCZ1_CHICK
isogroup32324	sp|Q6ZI17|OML2_ORYSJ
isogroup32325	sp|O59952|LIP_THELA
isogroup32327	sp|O22899|PRP43_ARATH
isogroup32328	sp|Q9NJE9|TILB_TRYBB
isogroup32330	sp|P0CI65|NPHP3_DANRE
isogroup32335	sp|Q5VT66|MARC1_HUMAN
isogroup32336	sp|P47974|TISD_HUMAN
isogroup32339	sp|Q9SRQ8|ATL51_ARATH
isogroup32342	sp|Q8RWS8|PP199_ARATH
isogroup32346	sp|P26302|KPPR_WHEAT
isogroup32348	sp|Q13395|TARB1_HUMAN
isogroup32349	sp|O61308|PUMA_PARUN
isogroup3235	sp|P20904|ACT_VOLCA
isogroup32351	sp|O22928|PUSH_ARATH
isogroup32352	sp|Q5UQK0|YR408_MIMIV
isogroup32361	sp|F8RKV9|VM39_DRYCN
