isogroup1000	Q9P974
isogroup29170	Q4N594
isogroup29172	Q9LV93
isogroup29174	O23247
isogroup29176	Q2MGL3
isogroup29181	Q9SS17
isogroup29182	Q9M9E8
isogroup29183	Q6P4H8
isogroup29184	Q2EMV9
isogroup29190	Q32L00
isogroup29192	Q9SIC9
isogroup29193	Q503L9
isogroup29203	Q8K0V4
isogroup29206	P34205
isogroup29211	G5ECR8
isogroup29216	Q54I71
isogroup29218	Q00IB6
isogroup29219	Q9R1D7
isogroup29222	Q5RBI4
isogroup29229	Q695U0
isogroup29233	Q9VJE5
isogroup29235	Q8S1X7
isogroup29237	Q8WWB3
isogroup29238	Q91ZR5
isogroup29245	Q4L9P0
isogroup29248	O35239
isogroup29254	P36982
isogroup29258	O86564
isogroup29259	Q67UX7
isogroup2926	Q9Z0P5
isogroup29261	G4SLH0
isogroup29262	Q3MIX3
isogroup29263	Q40300
isogroup29268	Q9CAR3
isogroup29270	P92177
isogroup29278	Q13423
isogroup29282	Q8W1L6
isogroup29284	Q9EQ60
isogroup29286	Q9VW09
isogroup29295	P47974
isogroup29296	Q9MZS1
isogroup29303	P0CG82
isogroup29308	Q55FI4
isogroup29312	O82637
isogroup29313	P16157
isogroup29314	A6WDF2
isogroup29317	O94480
isogroup29318	Q9ZW07
isogroup29321	P17076
isogroup29327	H2LRU7
isogroup29328	P0C872
isogroup29331	Q6EPN8
isogroup29337	Q0JGS5
isogroup29338	Q65X92
isogroup29339	Q8WWI5
isogroup29341	Q9EPI9
isogroup29344	Q54QK7
isogroup29346	Q3ZBU2
isogroup29348	Q55874
isogroup29350	Q32L00
isogroup29353	Q3U0K8
isogroup29358	Q0J349
isogroup29359	Q28H87
isogroup29360	Q9FJX2
isogroup29364	Q5A950
isogroup29365	Q54PG1
isogroup29367	A5GRX8
isogroup29377	Q03601
isogroup29380	A0A1B0GV03
isogroup29381	Q6DC39
isogroup29383	Q9AW48
isogroup29392	Q54QG0
isogroup29395	Q32Q05
isogroup29401	P49397
isogroup29403	Q23223
isogroup29405	Q7Z4L9
isogroup29406	Q8HZK2
isogroup29407	Q55CU8
isogroup29409	Q7RTR2
isogroup29410	Q7VG78
isogroup29412	Q6GZT3
isogroup29413	Q38871
isogroup29416	B0KWR6
isogroup29422	Q9LXB8
isogroup29424	Q54VN6
isogroup29427	P22696
isogroup29430	Q338P8
isogroup29432	Q9LMR3
isogroup29437	B9F655
isogroup29438	Q9LXT9
isogroup2944	Q9VY99
isogroup29444	P26651
isogroup29447	P42840
isogroup29448	Q9H223
isogroup29449	Q02K94
isogroup29450	Q2LQA2
isogroup29454	O62830
isogroup29456	Q502K3
isogroup29458	Q7M6Z5
isogroup29461	Q75VR0
isogroup29464	P06244
isogroup29473	O34627
isogroup29474	O54898
isogroup29479	Q3UMR0
isogroup29480	Q93Z53
isogroup29483	Q8GYD1
isogroup29488	B7KFT1
isogroup29489	Q4PEQ5
isogroup29490	Q4L9R6
isogroup29491	B9JZF4
isogroup29494	Q2QV81
isogroup2950	Q9SNB7
isogroup29500	P10090
isogroup29502	Q6Z4I3
isogroup29504	Q8K1Q0
isogroup29505	P9WQE7
isogroup29506	Q99L04
isogroup29507	Q8NI08
isogroup29509	Q9FIV6
isogroup29510	Q8CIE4
isogroup29512	B4M891
isogroup29516	Q42404
isogroup295232	Q5ZLX5
isogroup29524	P54760
isogroup29525	O52025
isogroup29526	P10477
isogroup29527	Q9GRJ3
isogroup29530	A8ILK1
isogroup29534	B2RLJ0
isogroup29535	Q8IXL7
isogroup29536	Q94AA4
isogroup29545	O13067
isogroup29549	Q8VEH6
isogroup29550	O00909
isogroup29551	Q9SJ61
isogroup29552	Q8CFG5
isogroup29553	Q9LM02
isogroup29554	Q9BZ95
isogroup29556	P38494
isogroup29557	Q5E965
isogroup29558	Q8MTI2
isogroup2956	Q9FJL3
isogroup29565	Q61189
isogroup29568	Q55D90
isogroup29569	A7MBH5
isogroup29570	Q8LBZ4
isogroup29572	B2WKF1
isogroup29573	Q8K2H6
isogroup29574	Q08CG8
isogroup29576	D3ZDK2
isogroup29577	Q9HWG9
isogroup29578	Q9FHN8
isogroup29581	P40896
isogroup29583	Q9BWT6
isogroup29586	P57681
isogroup2959	Q6Y288
isogroup29590	P0DPA0
isogroup29592	P19515
isogroup29594	P15345
isogroup29597	Q8BKN6
isogroup29600	C8VK14
isogroup29601	Q54I71
isogroup29605	Q9M1D8
isogroup29606	Q5XW77
isogroup29608	Q8BZ25
isogroup29615	Q9S726
isogroup29617	A5JZQ2
isogroup2962	Q6YRK0
isogroup29621	P38166
isogroup29622	Q8R0F9
isogroup29625	Q9FVU9
isogroup29630	O88345
isogroup29631	Q4MYY1
isogroup29633	Q5AI15
isogroup29634	Q9M1K2
isogroup29641	Q96AY4
isogroup29644	Q8LPZ7
isogroup29646	Q96PY6
isogroup29647	Q6ESG1
isogroup29651	D3KCC4
isogroup29655	I1K0K6
isogroup29656	Q94EG9
isogroup29657	O60029
isogroup29659	Q7TXM0
isogroup2966	Q90XC2
isogroup29660	Q54D67
isogroup29664	C6DFR7
isogroup29666	P16260
isogroup29667	Q8RWR1
isogroup29677	Q5R5Q2
isogroup29678	Q8VZE7
isogroup29680	Q9HY63
isogroup29682	O43808
isogroup29683	Q9C9Z8
isogroup29685	P37709
isogroup29687	Q5VQL3
isogroup29688	Q8MRQ4
isogroup29691	Q6P8Y1
isogroup29696	Q5AQL0
isogroup29700	A4IJ15
isogroup29701	Q5RCM7
isogroup29705	Q9NZR2
isogroup29707	P80405
isogroup29708	Q9CPW7
isogroup29709	Q7U3C4
isogroup29716	Q08A71
isogroup29718	Q71B07
isogroup29719	O31563
isogroup29723	Q9GYI4
isogroup29734	P38631
isogroup29743	Q5R8I6
isogroup29749	Q9ZTR1
isogroup29754	Q9Y6R9
isogroup29756	Q8L9C4
isogroup29757	P0C8M8
isogroup29758	Q8IDX6
isogroup29760	Q2FUR9
isogroup29764	Q9UII4
isogroup29766	Q7Z442
isogroup29771	Q17FB8
isogroup29774	B9U3F2
isogroup29781	G5E8K5
isogroup29783	Q0WSF1
isogroup29787	P17971
isogroup29788	P28246
isogroup29789	Q717B4
isogroup29793	O60449
isogroup29796	P25792
isogroup29798	Q54DP1
isogroup29800	Q9LEK8
isogroup29802	Q505D1
isogroup29804	A8KBL5
isogroup29809	Q95M18
isogroup29811	O82756
isogroup29812	A8NEP3
isogroup29818	Q54DK4
isogroup29820	Q96RW7
isogroup29822	O74431
isogroup29834	Q53P85
isogroup29835	Q5DU56
isogroup29838	Q5UPT6
isogroup29839	Q9SLX0
isogroup2984	O85304
isogroup29842	Q9JI55
isogroup29844	A0LQM1
isogroup29845	Q8BPN8
isogroup29848	Q9SLG9
isogroup29850	Q5UPD4
isogroup29853	Q03145
isogroup29855	Q4UDE7
isogroup29856	Q9VVW5
isogroup29857	P73387
isogroup2986	Q9SIC9
isogroup29863	G0SA56
isogroup29864	H2QL32
isogroup29867	Q09788
isogroup29868	Q8IIG7
isogroup29869	Q9EPI9
isogroup29874	Q78P75
isogroup29876	Q86WI3
isogroup29877	O74976
isogroup29882	Q8LFT2
isogroup29885	Q12798
isogroup29886	Q8IWX8
isogroup29887	C5DAE0
isogroup29893	P40525
isogroup29894	Q17FB8
isogroup29898	Q8LGG0
isogroup2990	P00787
isogroup29900	Q02499
isogroup29901	Q8N6F8
isogroup29909	Q9XIA9
isogroup29911	Q80Y98
isogroup29914	Q6US81
isogroup29915	O34499
isogroup29922	P53355
isogroup29923	P33328
isogroup29925	P0A8Y7
isogroup29927	Q9LDI3
isogroup29929	Q9ULJ7
isogroup29934	B4KSY3
isogroup29937	Q55774
isogroup29938	Q641A1
isogroup29941	Q3USY0
isogroup29943	P39922
isogroup29944	A0A0H3HIJ5
isogroup29945	O43304
isogroup29947	O13848
isogroup29948	Q1LZ96
isogroup2995	Q94AW8
isogroup29951	Q7RTR2
isogroup29953	Q8TVA6
isogroup2996	Q5ZKD7
isogroup29962	Q9JHB4
isogroup29964	Q9V3G1
isogroup29966	P0A9T5
isogroup29967	Q54ED4
isogroup29972	Q8L7A0
isogroup29973	Q501V0
isogroup29975	Q2MV58
isogroup29976	Q502M8
isogroup2998	O32036
isogroup29980	P0CT61
isogroup29983	O94680
isogroup29986	Q9JMH9
isogroup29987	Q5R5L3
isogroup29998	Q1J132
isogroup30001	Q1E4N0
isogroup30006	Q6ZI17
isogroup30007	Q9SJJ5
isogroup30008	S0EGU4
isogroup3001	Q24SP9
isogroup30011	Q9JI55
isogroup30012	P50607
isogroup30013	Q941R4
isogroup30014	Q02245
isogroup30016	Q9I4V0
isogroup30017	A2BDR7
isogroup3002	P42766
isogroup30022	P26651
isogroup30023	Q6CQB5
isogroup30024	Q7T330
isogroup30026	Q8CG09
isogroup30027	Q5E9U1
isogroup30030	Q6E213
isogroup30036	F4HYJ7
isogroup30037	Q9FL07
isogroup30038	Q8H0Z4
isogroup30045	P0CM58
isogroup30050	Q15034
isogroup30051	Q5RIA9
isogroup30053	P35579
isogroup30055	A1S1Z8
isogroup30056	Q7Z7H5
isogroup30069	Q9SQZ9
isogroup30071	Q6DBN1
isogroup30075	Q8CHS4
isogroup30076	O42925
isogroup30079	Q3ZBZ8
isogroup30081	P17431
isogroup30082	Q8Q0U0
isogroup30085	Q54KA7
isogroup30089	P83373
isogroup30090	Q05360
isogroup30094	Q7Z494
isogroup30097	Q5DU56
isogroup301	Q924Y0
isogroup30103	P51592
isogroup30104	Q9NYU1
isogroup30107	Q9BV73
isogroup30113	Q400C8
isogroup30114	P04280
isogroup30116	Q6DIQ3
isogroup30121	Q3IQZ9
isogroup30124	Q5YS78
isogroup30125	Q5UPG5
isogroup30126	O65902
isogroup30127	Q8VZS0
isogroup30128	P21369
isogroup30131	O64527
isogroup30139	Q552L9
isogroup30140	Q2RJW1
isogroup30141	Q9LXC9
isogroup30143	Q9XGL4
isogroup30146	P15387
isogroup30149	Q0IGK1
isogroup30156	Q7SXS7
isogroup30157	Q54KA7
isogroup30158	Q4KLI2
isogroup30161	Q40301
isogroup30162	P49210
isogroup30163	P49076
isogroup30164	O09032
isogroup30165	Q32LS6
isogroup30166	P58374
isogroup30167	P02402
isogroup30172	O64943
isogroup30177	P49577
isogroup30182	Q4KM47
isogroup30184	Q6ETK3
isogroup30185	P55567
isogroup30186	Q7S2Z9
isogroup30189	P50648
isogroup30190	Q852Q1
isogroup30192	Q08587
isogroup30193	Q8N0N9
isogroup30194	O65729
isogroup30195	Q03685
isogroup30203	Q4LDE5
isogroup30208	Q6NMM8
isogroup30209	Q949X0
isogroup30213	O43497
isogroup30217	Q6NYL3
isogroup30222	Q5N870
isogroup30223	Q5NA18
isogroup30226	B2DFG5
isogroup3023	P53090
isogroup30230	P0DJB1
isogroup30232	Q9ZQI0
isogroup30239	Q29S00
isogroup30242	A0T0T7
isogroup30243	Q05549
isogroup30244	Q9MAM3
isogroup30253	Q9NW15
isogroup30256	P81127
isogroup30262	Q9C514
isogroup30264	Q8WU67
isogroup30266	Q9QR71
isogroup30269	P86243
isogroup30271	J4UHQ8
isogroup30273	Q9M8R7
isogroup30274	O13755
isogroup30276	Q8CHP0
isogroup30277	P34624
isogroup30278	Q5ENN5
isogroup30285	O74561
isogroup30287	Q54I48
isogroup30288	Q9C912
isogroup30289	P21568
isogroup30290	D4GP30
isogroup30291	P36863
isogroup30299	Q13698
isogroup30301	O65082
isogroup30313	Q7ZVT3
isogroup30316	Q6ZQ11
isogroup30317	Q9SFB8
isogroup30318	Q9XV46
isogroup30319	Q9FIJ7
isogroup30324	Q64674
isogroup30326	Q6I587
isogroup30327	Q54WE5
isogroup30330	P10587
isogroup30331	Q6DHL4
isogroup30332	P0CG76
isogroup30340	Q8H7F6
isogroup30342	O81629
isogroup30344	F4ISV9
isogroup30345	Q9VUT6
isogroup30348	Q9LW57
isogroup30350	Q09706
isogroup30352	P12847
isogroup30357	Q3TZ87
isogroup30360	Q8BID8
isogroup30361	Q67YE6
isogroup30366	C9D7C2
isogroup30371	Q93Y38
isogroup30374	P41352
isogroup30377	Q8MTI2
isogroup30378	Q924K2
isogroup30385	Q39570
isogroup30388	Q45826
isogroup30393	P9WJX1
isogroup30395	D2H417
isogroup30402	Q9H4E7
isogroup30408	P08094
isogroup30409	Q07G42
isogroup30413	Q8C4S8
isogroup30415	P60372
isogroup30417	Q9Y3A4
isogroup30418	Q50KB1
isogroup30419	O95372
isogroup30423	Q69PA8
isogroup30424	O42248
isogroup30427	A1VYV7
isogroup30428	A3EWL3
isogroup30429	Q6AXR5
isogroup30437	B5BL83
isogroup30442	Q8WWF6
isogroup30443	Q28G87
isogroup30446	O94686
isogroup30451	O96269
isogroup30456	Q54DL6
isogroup30458	Q9Y580
isogroup30461	Q5B0J9
isogroup30463	P51260
isogroup30464	Q9XIB6
isogroup30467	Q9M4A1
isogroup30470	O43050
isogroup30471	P30771
isogroup30473	P40893
isogroup30476	Q9CQ46
isogroup30483	Q86VQ6
isogroup30489	Q93VV0
isogroup30491	Q83HT1
isogroup30492	A0A0H2URK1
isogroup30495	Q9FYE1
isogroup30505	Q9LZ82
isogroup30506	A4F4L4
isogroup30507	Q076A3
isogroup30508	A4D7T3
isogroup30511	Q80XJ3
isogroup30514	P25386
isogroup30515	Q46HH0
isogroup30517	Q56X52
isogroup30518	P52301
isogroup30522	Q642A7
isogroup30524	D3KCC4
isogroup30526	P53585
isogroup30528	Q9SY14
isogroup30529	Q8VZF6
isogroup30530	Q55GE2
isogroup30531	Q5BLD8
isogroup30532	Q8QZV1
isogroup30536	Q27991
isogroup30539	Q9UT45
isogroup30541	Q3UES3
isogroup30543	P42567
isogroup30545	P02564
isogroup30546	Q8GUJ1
isogroup30547	Q07896
isogroup30552	O96185
isogroup30554	B2K549
isogroup30557	Q8WTJ4
isogroup30560	Q9VCE1
isogroup30567	Q557D2
isogroup30568	O80327
isogroup3057	Q9M339
isogroup30575	P28734
isogroup30576	Q9D7H2
isogroup30577	Q05117
isogroup3058	Q6NW95
isogroup30580	Q1ZXI2
isogroup30582	P76072
isogroup30583	P22793
isogroup30590	P15447
isogroup30591	Q9XVS4
isogroup3060	P47451
isogroup30600	Q9HFJ5
isogroup30605	P78955
isogroup30606	P22760
isogroup30607	P16157
isogroup30617	Q91YD6
isogroup30624	P42740
isogroup30625	O80934
isogroup30627	Q6ZI17
isogroup30632	O07592
isogroup30633	Q8T2I8
isogroup30634	O88407
isogroup30635	P77376
isogroup30642	Q87MF1
isogroup30644	Q8TC12
isogroup30645	Q9SV46
isogroup30646	Q7T6Y2
isogroup30647	B8QYR5
isogroup30649	Q7RTR2
isogroup30659	Q96FV0
isogroup30661	O59797
isogroup30673	P62138
isogroup30678	Q9FR62
isogroup30682	A4IIA7
isogroup30683	Q6DCT3
isogroup30684	Q8GWP3
isogroup30686	P71019
isogroup30688	E9Q9D5
isogroup30691	Q9H6K5
isogroup30694	Q8NFD2
isogroup30700	R1ERP2
isogroup30701	P20187
isogroup30707	Q11VZ3
isogroup30708	Q2R3K3
isogroup30712	P34528
isogroup30714	P34101
isogroup30715	L7IP31
isogroup30723	Q8RXE7
isogroup30725	Q8WU67
isogroup3073	Q4WKB9
isogroup30736	Q52JK6
isogroup30738	P39524
isogroup30739	P34308
isogroup30743	O80695
isogroup30745	Q9JLG8
isogroup30749	O61308
isogroup30750	P0AFS6
isogroup30751	Q43207
isogroup30756	O32507
isogroup30759	O18276
isogroup30761	A2AVA0
isogroup30764	A7RG82
isogroup30765	Q7XJN0
isogroup30766	B2J3K2
isogroup30767	P16157
isogroup30771	Q9FIV6
isogroup30774	Q9DE07
isogroup30780	Q9JLI7
isogroup30784	Q5R5Q2
isogroup30785	Q92824
isogroup30786	Q20144
isogroup30791	Q49V09
isogroup30792	Q5AG46
isogroup30796	Q9SZL6
isogroup30803	Q42686
isogroup30804	Q5EAR5
isogroup30805	P83564
isogroup30806	O06984
isogroup30807	Q95KG9
isogroup30808	Q9SXD1
isogroup30812	P0A9H7
isogroup30813	O70133
isogroup30814	Q7RAV5
isogroup30815	Q86KR9
isogroup30816	Q8F3Z6
isogroup30820	Q4PFV5
isogroup30821	Q8RY60
isogroup30823	P32598
isogroup30824	P84618
isogroup30829	Q9ZUM9
isogroup30830	Q94AW8
isogroup30837	Q64M78
isogroup30838	Q9FT97
isogroup30839	O54873
isogroup30842	Q54Y32
isogroup30843	Q9VKV8
isogroup30844	A5CEP5
isogroup30845	Q9SBJ1
isogroup30849	Q9FV50
isogroup30850	P42799
isogroup30855	Q8LBN7
isogroup30857	Q8U446
isogroup30863	Q6IMK3
isogroup30865	P9WQE5
isogroup30873	Q9ZVX1
isogroup30881	Q7TMW6
isogroup30882	Q1R9H0
isogroup30883	A0A0H2URK1
isogroup30889	Q5R9I1
isogroup30890	Q39493
isogroup30891	O75643
isogroup30893	Q91VW5
isogroup30894	Q61371
isogroup30895	Q9JLQ2
isogroup30897	P12036
isogroup30899	B6RGY0
isogroup30912	Q22431
isogroup30915	Q80T91
isogroup30916	P0A5F6
isogroup30924	A8XWW4
isogroup30927	Q6L5F4
isogroup30928	B9U3F2
isogroup30931	Q9ALJ4
isogroup30937	Q5T7N3
isogroup30938	Q58D72
isogroup30939	Q8UBS2
isogroup30940	Q9SXD1
isogroup30942	Q9SZ42
isogroup30946	Q5Z9I2
isogroup30947	Q54T82
isogroup30948	Q75JP5
isogroup30949	Q9LT25
isogroup30955	Q43298
isogroup30956	C5DIR2
isogroup30961	O93428
isogroup30968	P00175
isogroup30972	Q12849
isogroup30974	A5GRX8
isogroup30977	Q8CIM1
isogroup30979	Q9VWA1
isogroup3098	Q0JJS8
isogroup30982	P42125
isogroup30986	Q3SYS4
isogroup30987	Q8GYH8
isogroup30988	O62515
isogroup30989	P96554
isogroup30992	Q6RI85
isogroup30993	Q4VCM1
isogroup30994	P40387
isogroup30995	Q21221
isogroup30996	Q05921
isogroup30998	P27521
isogroup31009	P07267
isogroup31010	Q6Z4T5
isogroup31013	Q9ZD54
isogroup31015	Q6IR74
isogroup31019	Q7ZTL7
isogroup31024	P54965
isogroup31025	P35662
isogroup31027	Q5RD16
isogroup31034	Q09911
isogroup31036	A8MQ27
isogroup31037	Q9NUD9
isogroup31042	Q9HUX6
isogroup31044	A3KPP4
isogroup31045	P26882
isogroup31047	Q40300
isogroup31057	A4QP78
isogroup31065	Q9ZQV7
isogroup31075	O78516
isogroup31077	Q2RZX7
isogroup31079	Q8H2T0
isogroup31080	P30432
isogroup31081	P37384
isogroup31082	B2J3K2
isogroup31083	Q9LYN7
isogroup31086	Q502I6
isogroup31088	Q94KD3
isogroup3109	Q5R8M3
isogroup31090	B0R0T1
isogroup31091	P61759
isogroup31097	Q8IDX6
isogroup31099	Q822R1
isogroup3110	Q5FWY4
isogroup31103	P49792
isogroup31104	O66878
isogroup31109	Q40301
isogroup31111	Q9LIC2
isogroup31113	B1J4W5
isogroup31114	P0DJ14
isogroup31117	Q07283
isogroup31118	Q8IV35
isogroup31121	Q9M1K2
isogroup31131	Q5U312
isogroup31135	P36494
isogroup31137	Q5RG82
isogroup31138	P81054
isogroup31139	Q8IIG7
isogroup31141	Q3EDF8
isogroup31144	O64730
isogroup31145	O46669
isogroup31149	Q8BPG6
isogroup3115	B3PYH7
isogroup31151	Q62897
isogroup31152	A5N4P4
isogroup31153	Q75HZ9
isogroup31155	F4J9Q6
isogroup31156	O27442
isogroup31158	A0M588
isogroup31161	O15865
isogroup31163	Q9H0I3
isogroup31164	Q8BX37
isogroup31165	Q55393
isogroup31168	Q3ZBZ8
isogroup31170	Q9FL12
isogroup31171	O09032
isogroup31174	Q9JLC8
isogroup31177	Q80U58
isogroup3118	Q58457
isogroup31181	O88587
isogroup31189	Q9QZB7
isogroup31191	P87137
isogroup31195	Q4U2R1
isogroup31200	O44001
isogroup31201	Q9Z0Y8
isogroup31203	O95180
isogroup31204	Q92953
isogroup31210	Q9W2X7
isogroup31217	Q9RA11
isogroup31219	P33731
isogroup31221	B0RCZ0
isogroup31222	E1BB03
isogroup31223	B0JQT7
isogroup31227	O15865
isogroup31228	Q23716
isogroup3123	O74832
isogroup31234	Q6PBA8
isogroup31236	P11024
isogroup31237	Q86JM5
isogroup31238	Q94A06
isogroup31240	P9WQK3
isogroup31242	Q94AH6
isogroup31244	Q9NJU9
isogroup31245	A8JID5
isogroup31247	Q9XGM8
isogroup31249	P48255
isogroup31251	O54853
isogroup31254	Q9NUV9
isogroup31257	Q9C6I8
isogroup31260	P78813
isogroup31263	Q6I587
isogroup31264	Q9VLQ1
isogroup31267	Q6UB98
isogroup31269	Q9Y818
isogroup31271	Q03376
isogroup31272	Q54BU4
isogroup31277	Q6JQN1
isogroup31278	Q06852
isogroup31279	P24733
isogroup31284	P19543
isogroup31286	C9D7C2
isogroup31293	Q38997
isogroup31299	P35197
isogroup3130	Q9QYM0
isogroup31304	Q5T9S5
isogroup31306	Q9C8J6
isogroup31308	Q9XI84
isogroup31314	P37709
isogroup31315	P41001
isogroup31317	Q86AV5
isogroup31320	Q90339
isogroup31321	Q94EI9
isogroup31323	P40622
isogroup31324	Q94C49
isogroup31325	F4JZN6
isogroup31330	Q8R151
isogroup31337	Q8CGC6
isogroup31339	Q8L540
isogroup31341	P0AG15
isogroup31343	P32811
isogroup31344	C8VK14
isogroup31349	Q86UC2
isogroup31350	Q8VZE7
isogroup31354	P35447
isogroup31356	Q9SDM1
isogroup31357	P10482
isogroup31360	P41352
isogroup31361	Q86Z98
isogroup31363	P39524
isogroup31364	Q8T685
isogroup31366	Q86KP5
isogroup31367	A4FV98
isogroup31368	Q9XIH6
isogroup31369	Q9VJ87
isogroup31376	P50108
isogroup31378	O44017
isogroup31379	Q9Z1M9
isogroup31382	A6NIM6
isogroup31383	O08562
isogroup31388	Q12955
isogroup31389	Q5DU05
isogroup31391	P49596
isogroup31392	P34569
isogroup31393	Q9I6J2
isogroup31395	O14241
isogroup31398	P56255
isogroup31400	Q9CD72
isogroup31402	Q05493
isogroup31405	Q04960
isogroup31406	Q552X2
isogroup31408	P96202
isogroup3141	Q810P3
isogroup31410	Q64359
isogroup31412	P55064
isogroup31415	B1L765
isogroup31417	Q9NWF9
isogroup31420	Q6P1R4
isogroup31424	Q9VH19
isogroup31426	Q09701
isogroup31429	Q9Y4D2
isogroup3143	P07983
isogroup31434	P00516
isogroup31437	Q41094
isogroup31442	Q29441
isogroup31446	Q3EAQ5
isogroup31447	Q16654
isogroup31448	Q5I0E6
isogroup31449	Q5M974
isogroup31450	Q869Q0
isogroup31451	Q80XJ3
isogroup31453	Q00808
isogroup31455	Q9ZV43
isogroup31458	Q06458
isogroup31459	Q8W490
isogroup31460	Q755I4
isogroup31462	Q9BYE2
isogroup31463	Q62559
isogroup31465	Q9SIC9
isogroup31469	Q9Z221
isogroup31470	F4I9E1
isogroup31472	Q9SAA9
isogroup31478	Q59754
isogroup31481	Q9JI55
isogroup31487	Q9Y794
isogroup31488	Q6NXG1
isogroup31493	Q502L7
isogroup31503	Q7RJG2
isogroup31504	P42867
isogroup31505	A0JP85
isogroup31506	Q6DG99
isogroup31507	Q05022
isogroup31509	Q1LXZ7
isogroup31511	Q8TKS3
isogroup31515	P58572
isogroup31529	Q7RAH3
isogroup31533	P0C073
isogroup31534	O44006
isogroup31538	Q9Y6N1
isogroup31547	Q6UWE0
isogroup31552	Q9SU94
isogroup31553	Q54I18
isogroup31555	Q5RJH2
isogroup31557	Q9HI69
isogroup31558	P22147
isogroup31559	P27643
isogroup31562	Q8BI21
isogroup31564	Q9RRB7
isogroup31572	P52414
isogroup31574	Q936X2
isogroup31576	Q66L33
isogroup31579	Q96PY6
isogroup31582	A2ZF66
isogroup31588	D4D4B1
isogroup31606	P0AEB5
isogroup31608	Q9LTA6
isogroup31611	Q6GN42
isogroup31614	P34205
isogroup31618	Q84LH3
isogroup31623	Q24562
isogroup31624	Q64M78
isogroup31625	Q9JLH8
isogroup31626	Q55721
isogroup31627	Q4L6I1
isogroup3163	P02362
isogroup31632	O95714
isogroup31633	Q9FN78
isogroup31634	P50648
isogroup31635	Q08871
isogroup31644	Q9GTX8
isogroup31646	B0G172
isogroup31653	F1QC45
isogroup31654	Q54E49
isogroup31657	Q6NPM8
isogroup31661	F4ILF8
isogroup31662	Q9H0C1
isogroup31667	Q8W489
isogroup31668	Q12496
isogroup31670	Q8RY89
isogroup31671	P79781
isogroup31672	Q5N4D1
isogroup31673	Q9STT8
isogroup3168	A4IJ21
isogroup31681	Q64338
isogroup31682	Q9SCQ2
isogroup31684	Q505D1
isogroup31689	Q5RBX7
isogroup31695	Q75JP5
isogroup31697	P55189
isogroup31699	Q9VHI4
isogroup31702	P07683
isogroup31709	O14297
isogroup31712	A0A0H2URK1
isogroup31713	P62343
isogroup31715	Q04960
isogroup31716	Q67FW5
isogroup31719	Q07282
isogroup3172	Q2TCH3
isogroup31724	Q53EP0
isogroup31727	Q9UI33
isogroup31731	Q99JW2
isogroup31733	Q7ZWM3
isogroup31737	Q8GYS4
isogroup31738	Q5U2X2
isogroup31742	Q8RWL6
isogroup31747	Q9BZJ0
isogroup31750	O81742
isogroup31753	Q9LYN7
isogroup31756	O70507
isogroup31757	P14105
isogroup31758	Q62383
isogroup31761	Q2QPW1
isogroup31765	Q07283
isogroup31772	Q9I3S3
isogroup31774	P31321
isogroup31777	Q55C80
isogroup31778	Q9BE70
isogroup31781	Q84MD8
isogroup31782	Q8IIG7
isogroup31783	Q9LQ04
isogroup31786	Q55EQ3
isogroup31788	Q5SXM8
isogroup31793	O42398
isogroup31796	O78424
isogroup31799	P21872
isogroup31802	Q04960
isogroup31803	P9WQE7
isogroup31804	Q84WU9
isogroup31805	Q9ZGI5
isogroup31806	Q94BU1
isogroup31807	Q9XQV3
isogroup31808	O78464
isogroup31810	P22543
isogroup31813	Q9UBV8
isogroup31818	O67642
isogroup31819	Q4N655
isogroup31820	A7F1E9
isogroup31821	P25340
isogroup31825	Q8UEK8
isogroup31826	P02981
isogroup31829	Q80VQ1
isogroup31832	O88457
isogroup31833	P05132
isogroup31835	Q4VBS4
isogroup31838	O94481
isogroup31840	Q40784
isogroup31843	Q38873
isogroup31844	Q6R520
isogroup31847	A9VE54
isogroup31851	Q54WR9
isogroup31853	Q23716
isogroup31854	Q1ZXF1
isogroup31858	Q9W0Y8
isogroup31859	Q9NJU9
isogroup31866	Q5FVH7
isogroup31868	O15865
isogroup31869	B1XHY7
isogroup31870	Q9FMX6
isogroup31871	Q80UY1
isogroup31882	Q96419
isogroup31885	Q0DJV6
isogroup31886	B5YYA8
isogroup31889	O43543
isogroup31892	P44573
isogroup31894	Q9LF22
isogroup31895	Q8IVS2
isogroup31897	Q22494
isogroup31899	Q01042
isogroup31900	Q6ZJ05
isogroup31901	O48963
isogroup31905	Q93VV0
isogroup31906	Q9P2E3
isogroup31907	A7T1N0
isogroup31911	A4XLM2
isogroup31912	Q17FB8
isogroup31917	Q9D0U1
isogroup31918	Q967Y9
isogroup31921	Q93W28
isogroup31923	Q8CJ40
isogroup31925	Q9MZ19
isogroup31926	Q9QYZ3
isogroup31927	O04395
isogroup31931	Q9P3X9
isogroup31932	Q8S4F6
isogroup31934	P00175
isogroup31935	P0CS14
isogroup31941	Q6PCJ1
isogroup31943	Q9P0X4
isogroup31952	Q6CSV3
isogroup31956	B3EWZ5
isogroup31958	P07871
isogroup31959	Q55FJ6
isogroup31961	Q9JKA8
isogroup31963	Q54T82
isogroup31964	O48649
isogroup31965	Q9BY78
isogroup31967	P46837
isogroup31970	O00566
isogroup31971	P32143
isogroup31972	P93568
isogroup31974	Q9ZT82
isogroup31976	Q2KHS5
isogroup31977	Q03730
isogroup31979	Q9SFE9
isogroup31981	Q6Z7B0
isogroup31984	Q50KB1
